transaction_id,date,customer_id,amount,status
TXN1425,16/11/2025,CUST0153,22545.66,paid
TXN1627,06/01/2026,CUST0153,10103.82,paid
TXN1672,19/02/2026,CUST0152,25778.8,paid
TXN1838,08-Mar-2026,CUST0184,15262.98,paid
TXN1670,22-Feb-2026,CUST0166,,paid
TXN1307,02/09/2025,CUST0116,23520.0,paid
TXN1071,12/04/2025,CUST0024,8723.89,paid
TXN1165,11/07/2025,CUST0058,43686.1,paid
TXN1605,20-Jan-2026,CUST0145,14627.88,paid
TXN1288,01-Sep-2025,CUST0001,9316.54,paid
TXN1712,06-Feb-2026,CUST0072,22646.3,paid
TXN1359,14-Oct-2025,CUST0042,9012.97,paid
TXN1389,01-Oct-2025,CUST0057,38776.65,paid
TXN1256,16-Aug-2025,CUST0048,37839.22,paid
TXN1279,16/09/2025,CUST0008,39322.59,paid
TXN1493,2025-12-21,CUST0143,26893.39,paid
TXN1801,15/03/2026,CUST0011,38774.6,paid
TXN1000,09/01/2025,CUST0018,39597.49,paid
TXN1171,01-Jul-2025,CUST0032,44978.65,paid
TXN1697,16/02/2026,CUST0178,45094.11,paid
TXN1812,10/03/2026,CUST0189,13861.81,paid
TXN1001,2025-01-05,CUST0002,9719.79,paid
TXN1042,03-Mar-2025,CUST0036,15913.95,paid
TXN1462,11-Nov-2025,CUST0083,24561.72,paid
TXN1727,2026-02-20,CUST0197,46095.19,paid
TXN1613,01-Jan-2026,CUST0085,9812.75,paid
TXN1589,16/01/2026,CUST0065,8790.96,paid
TXN1382,20-Oct-2025,CUST0001,15522.07,paid
TXN1570,15/01/2026,CUST0146,14116.99,paid
TXN1208,2025-07-20,CUST0082,39477.27,paid
TXN1512,24-Dec-2025,CUST0140,8891.57,paid
TXN1085,10/05/2025,CUST0049,14258.05,paid
TXN1741,03-Feb-2026,CUST0084,23072.36,paid
TXN1551,2025-12-15,CUST0004,9068.04,paid
TXN1849,07/03/2026,CUST0196,23285.16,paid
TXN1128,03/06/2025,CUST0002,,paid
TXN1252,11/08/2025,CUST0019,46092.41,paid
TXN1103,14/05/2025,CUST0069,15224.42,paid
TXN1555,02-Dec-2025,CUST0152,9360.28,paid
TXN1703,12/02/2026,CUST0125,13538.69,paid
TXN1793,26/03/2026,CUST0078,8560.19,paid
TXN1581,24-Jan-2026,CUST0148,15636.39,paid
TXN1029,2025-03-18,CUST0030,42268.24,paid
TXN1495,17/12/2025,CUST0080,14752.0,paid
TXN1067,20-Apr-2025,CUST0018,45938.93,paid
TXN1416,2025-11-24,CUST0017,8950.09,paid
TXN1475,2025-11-03,CUST0034,14795.81,paid
TXN1325,14-Sep-2025,CUST0112,8940.6,paid
TXN1062,09/04/2025,CUST0058,10305.9,paid
TXN1275,06-Sep-2025,CUST0069,24287.64,paid
TXN1592,2026-01-08,CUST0088,39318.8,paid
TXN1394,07-Oct-2025,CUST0092,14108.3,paid
TXN1657,2026-02-19,CUST0181,10405.2,paid
TXN1520,20/12/2025,CUST0117,39798.18,paid
TXN1504,2025-12-13,CUST0009,41780.31,paid
TXN1242,2025-08-21,CUST0116,23441.8,paid
TXN1245,19-Aug-2025,CUST0069,14529.5,paid
TXN1207,05/07/2025,CUST0106,9235.57,paid
TXN1053,2025-04-21,CUST0033,13703.9,paid
TXN1619,10/01/2026,CUST0125,45330.27,paid
TXN1384,2025-10-17,CUST0073,9950.16,paid
TXN1810,2026-03-02,CUST0103,9589.6,paid
TXN1331,15/09/2025,CUST0041,41118.95,paid
TXN1422,2025-11-21,CUST0023,27044.62,paid
TXN1684,2026-02-19,CUST0006,15843.85,paid
TXN1327,2025-09-06,CUST0067,25290.42,paid
TXN1591,2026-01-19,CUST0067,15477.47,paid
TXN1832,10-Mar-2026,CUST0183,38227.75,paid
TXN1789,09/03/2026,CUST0150,15353.04,paid
TXN1059,03-Apr-2025,CUST0031,8727.65,paid
TXN1027,2025-03-22,CUST0035,15460.6,paid
TXN1185,2025-07-08,CUST0023,40780.36,paid
TXN1656,2026-02-08,CUST0181,8580.27,paid
TXN1060,01-Apr-2025,CUST0051,13748.06,paid
TXN1173,2025-07-13,CUST0075,25931.43,paid
TXN1417,2025-11-16,CUST0027,8600.09,paid
TXN1314,2025-09-19,CUST0011,22528.23,paid
TXN1157,26/06/2025,CUST0076,26197.88,paid
TXN1816,11-Mar-2026,CUST0040,43482.1,paid
TXN1261,25/08/2025,CUST0003,13994.65,paid
TXN1677,2026-02-09,CUST0171,23422.48,paid
TXN1721,10/02/2026,CUST0174,39385.79,paid
TXN1292,2025-09-27,CUST0012,25238.45,paid
TXN1172,2025-07-04,CUST0017,13864.36,paid
TXN1628,08-Jan-2026,CUST0174,10078.46,paid
TXN1101,20/05/2025,CUST0011,15941.21,paid
TXN1117,08/06/2025,CUST0081,41911.45,paid
TXN1093,16/05/2025,CUST0009,9382.52,paid
TXN1263,23-Aug-2025,CUST0080,9262.87,paid
TXN1391,09-Oct-2025,CUST0088,14361.87,paid
TXN1324,25-Sep-2025,CUST0055,9741.17,paid
TXN1738,19-Feb-2026,CUST0150,,paid
TXN1024,2025-03-02,CUST0005,40694.04,paid
TXN1424,05-Nov-2025,CUST0126,23933.81,paid
TXN1617,21/01/2026,CUST0021,9244.18,paid
TXN1447,17-Nov-2025,CUST0094,14848.15,paid
TXN1818,05/03/2026,CUST0146,26707.69,paid
TXN1814,15/03/2026,CUST0024,41802.09,paid
TXN1503,25/12/2025,CUST0167,38926.33,paid
TXN1641,20-Jan-2026,CUST0046,38163.87,paid
TXN1683,2026-02-13,CUST0156,14837.92,paid
TXN1411,24/11/2025,CUST0119,45272.91,paid
TXN1328,15-Sep-2025,CUST0031,41437.41,paid
TXN1776,2026-03-20,CUST0165,24766.31,paid
TXN1836,21-Mar-2026,CUST0166,45268.78,paid
TXN1454,20-Nov-2025,CUST0126,8574.86,paid
TXN1593,05/01/2026,CUST0099,16012.84,paid
TXN1251,2025-08-17,CUST0018,24565.54,paid
TXN1852,06/03/2026,CUST0093,9055.43,paid
TXN1281,09-Sep-2025,CUST0058,22561.8,paid
TXN1660,18/02/2026,CUST0189,15863.08,paid
TXN1184,08-Jul-2025,CUST0008,25168.45,paid
TXN1544,2025-12-06,CUST0024,9261.01,paid
TXN1700,2026-02-12,CUST0132,9100.73,paid
TXN1019,17-Feb-2025,CUST0004,42236.65,paid
TXN1514,03-Dec-2025,CUST0042,24120.37,paid
TXN1806,2026-03-22,CUST0083,9298.92,paid
TXN1193,16-Jul-2025,CUST0079,-23371.01,refunded
TXN1534,07/12/2025,CUST0130,23772.09,paid
TXN1583,24-Jan-2026,CUST0023,24824.68,paid
TXN1054,02-Apr-2025,CUST0036,43337.99,paid
TXN1590,2026-01-09,CUST0155,26789.29,paid
TXN1554,18-Dec-2025,CUST0013,38226.1,paid
TXN1756,2026-03-13,CUST0205,13840.68,paid
TXN1087,26-May-2025,CUST0011,26008.17,paid
TXN1706,16/02/2026,CUST0153,24057.87,paid
TXN1795,2026-03-06,CUST0023,45614.75,paid
TXN1574,01-Jan-2026,CUST0082,14795.15,paid
TXN1316,19-Sep-2025,CUST0057,22864.4,paid
TXN1698,2026-02-12,CUST0038,10156.03,paid
TXN1025,2025-03-16,CUST0042,9095.47,paid
TXN1169,2025-07-27,CUST0012,8958.54,paid
TXN1090,18-May-2025,CUST0065,14837.34,paid
TXN1284,27-Sep-2025,CUST0121,8572.13,paid
TXN1453,13/11/2025,CUST0013,42216.9,paid
TXN1046,2025-03-09,CUST0047,25064.08,paid
TXN1826,24-Mar-2026,CUST0093,40343.52,paid
TXN1784,2026-03-14,CUST0146,-23246.26,refunded
TXN1769,2026-03-22,CUST0065,9862.3,paid
TXN1238,10/08/2025,CUST0059,24619.03,paid
TXN1396,25/10/2025,CUST0127,10161.22,paid
TXN1419,2025-11-10,CUST0008,43062.44,paid
TXN1638,2026-01-25,CUST0071,14892.65,paid
TXN1850,2026-03-24,CUST0032,8843.16,paid
TXN1091,2025-05-01,CUST0015,38678.21,paid
TXN1333,26-Sep-2025,CUST0037,27286.96,paid
TXN1152,2025-06-13,CUST0071,-14036.88,refunded
TXN1790,15/03/2026,CUST0178,8569.61,paid
TXN1460,2025-11-23,CUST0141,45215.72,paid
TXN1471,25/11/2025,CUST0107,10301.56,paid
TXN1751,18-Feb-2026,CUST0048,16142.69,paid
TXN1516,2025-12-13,CUST0086,14636.04,paid
TXN1141,09/06/2025,CUST0065,13619.48,paid
TXN1135,12/06/2025,CUST0083,40441.83,paid
TXN1620,2026-01-21,CUST0007,43976.72,paid
TXN1486,2025-12-22,CUST0159,9035.37,paid
TXN1764,24/03/2026,CUST0056,44569.07,paid
TXN1345,01-Oct-2025,CUST0055,10094.02,paid
TXN1463,19-Nov-2025,CUST0066,14625.19,paid
TXN1780,24/03/2026,CUST0205,14282.04,paid
TXN1317,17-Sep-2025,CUST0104,10043.89,paid
TXN1768,27-Mar-2026,CUST0009,-22605.37,refunded
TXN1492,12-Dec-2025,CUST0071,-23681.02,refunded
TXN1427,2025-11-23,CUST0109,44758.79,paid
TXN1045,08-Mar-2025,CUST0042,26377.57,paid
TXN1069,2025-04-19,CUST0046,38519.83,paid
TXN1357,2025-10-06,CUST0059,14586.67,paid
TXN1560,01/12/2025,CUST0044,9453.14,paid
TXN1125,05/06/2025,CUST0012,23294.89,paid
TXN1002,17/01/2025,CUST0011,15413.83,paid
TXN1500,14-Dec-2025,CUST0071,40348.12,paid
TXN1187,19/07/2025,CUST0070,15189.33,paid
TXN1220,01-Aug-2025,CUST0076,38745.16,paid
TXN1825,04-Mar-2026,CUST0104,8876.3,paid
TXN1691,19/02/2026,CUST0107,38542.97,paid
TXN1049,08/04/2025,CUST0017,42425.4,paid
TXN1431,04-Nov-2025,CUST0003,23845.98,paid
TXN1603,08-Jan-2026,CUST0024,23759.48,paid
TXN1145,14/06/2025,CUST0086,9411.41,paid
TXN1146,24-Jun-2025,CUST0002,13858.33,paid
TXN1813,10/03/2026,CUST0132,14577.13,paid
TXN1497,26-Dec-2025,CUST0135,16087.76,paid
TXN1301,18-Sep-2025,CUST0056,26059.37,paid
TXN1310,02/09/2025,CUST0058,9962.97,paid
TXN1383,03/10/2025,CUST0104,26398.36,paid
TXN1312,2025-09-07,CUST0048,24744.07,failed
TXN1380,2025-10-13,CUST0127,26058.03,paid
TXN1713,12-Feb-2026,CUST0157,23302.79,paid
TXN1156,10/06/2025,CUST0026,22931.93,paid
TXN1535,25/12/2025,CUST0146,8766.29,paid
TXN1041,27-Mar-2025,CUST0039,13654.61,paid
TXN1296,2025-09-15,CUST0128,,refunded
TXN1585,11/01/2026,CUST0147,9440.85,paid
TXN1725,13/02/2026,CUST0072,8992.45,paid
TXN1123,22/06/2025,CUST0003,8637.29,paid
TXN1112,04-May-2025,CUST0045,14129.63,paid
TXN1418,05/11/2025,CUST0059,9794.18,paid
TXN1616,2026-01-18,CUST0162,24167.2,paid
TXN1121,2025-06-03,CUST0064,39629.77,paid
TXN1739,21/02/2026,CUST0106,24402.87,paid
TXN1734,02/02/2026,CUST0181,15170.0,paid
TXN1160,2025-07-01,CUST0027,44931.65,paid
TXN1033,2025-03-25,CUST0047,8816.26,failed
TXN1484,2025-12-01,CUST0140,23545.05,paid
TXN1466,11/11/2025,CUST0142,10015.89,paid
TXN1217,26-Aug-2025,CUST0056,13878.56,paid
TXN1711,2026-02-01,CUST0151,10036.5,paid
TXN1120,24-Jun-2025,CUST0090,9938.77,paid
TXN1541,21-Dec-2025,CUST0030,15212.94,paid
TXN1525,2025-12-06,CUST0024,44094.41,paid
TXN1132,05-Jun-2025,CUST0022,9557.97,paid
TXN1468,2025-11-19,CUST0147,14198.98,paid
TXN1496,2025-12-11,CUST0149,42354.76,paid
TXN1130,13/06/2025,CUST0048,9938.45,paid
TXN1804,09-Mar-2026,CUST0197,-15250.64,refunded
TXN1147,12/06/2025,CUST0016,23334.81,paid
TXN1166,2025-07-03,CUST0020,13908.34,paid
TXN1426,01/11/2025,CUST0102,23442.85,paid
TXN1501,07-Dec-2025,CUST0158,8799.94,paid
TXN1705,2026-02-27,CUST0034,9342.96,paid
TXN1450,22/11/2025,CUST0083,44232.17,paid
TXN1433,2025-11-15,CUST0015,9177.47,paid
TXN1651,27-Jan-2026,CUST0064,40145.04,paid
TXN1510,15/12/2025,CUST0119,45228.94,paid
TXN1598,17/01/2026,CUST0111,8734.99,paid
TXN1270,23-Sep-2025,CUST0023,40577.07,paid
TXN1404,18-Nov-2025,CUST0039,44992.99,paid
TXN1531,16-Dec-2025,CUST0060,41937.04,paid
TXN1572,2026-01-19,CUST0076,9711.83,paid
TXN1602,2026-01-01,CUST0176,8572.73,paid
TXN1412,05/11/2025,CUST0147,15421.74,paid
TXN1538,18-Dec-2025,CUST0015,24812.35,paid
TXN1693,27-Feb-2026,CUST0190,26672.93,paid
TXN1378,21/10/2025,CUST0112,10078.3,paid
TXN1079,11-May-2025,CUST0018,40611.78,paid
TXN1854,14-Mar-2026,CUST0204,-45343.75,refunded
TXN1219,03/08/2025,CUST0067,42473.46,paid
TXN1487,15-Dec-2025,CUST0169,8676.54,paid
TXN1133,24/06/2025,CUST0079,15384.24,paid
TXN1750,11-Feb-2026,CUST0117,14742.94,paid
TXN1063,2025-04-22,CUST0062,8890.77,paid
TXN1094,2025-05-26,CUST0022,8592.91,paid
TXN1083,25-May-2025,CUST0027,10360.71,paid
TXN1421,05-Nov-2025,CUST0145,15272.49,paid
TXN1435,2025-11-04,CUST0009,-14654.39,refunded
TXN1728,2026-02-04,CUST0008,24946.71,paid
TXN1857,22-Mar-2026,CUST0183,16207.53,paid
TXN1100,11/05/2025,CUST0046,42934.99,paid
TXN1465,17/11/2025,CUST0057,16480.24,paid
TXN1369,26-Oct-2025,CUST0026,44432.27,paid
TXN1197,03-Jul-2025,CUST0012,14540.43,paid
TXN1596,25/01/2026,CUST0068,14639.4,paid
TXN1528,07-Dec-2025,CUST0162,15336.16,paid
TXN1335,24-Oct-2025,CUST0037,23558.68,paid
TXN1107,2025-05-03,CUST0036,10062.17,paid
TXN1253,23-Aug-2025,CUST0023,15836.82,paid
TXN1755,14/03/2026,CUST0176,26618.55,paid
TXN1827,2026-03-23,CUST0004,44558.98,paid
TXN1386,2025-10-13,CUST0019,9046.1,paid
TXN1779,25/03/2026,CUST0116,16040.88,paid
TXN1143,2025-06-05,CUST0020,22917.99,paid
TXN1688,18-Feb-2026,CUST0107,8959.82,paid
TXN1788,2026-03-22,CUST0008,14754.99,paid
TXN1732,2026-02-09,CUST0196,26547.41,paid
TXN1682,24-Feb-2026,CUST0030,45361.47,paid
TXN1291,2025-09-12,CUST0001,38757.8,paid
TXN1306,07/09/2025,CUST0065,26250.93,paid
TXN1358,2025-10-11,CUST0042,9464.88,paid
TXN1239,15/08/2025,CUST0075,25885.98,paid
TXN1609,2026-01-11,CUST0113,9040.65,paid
TXN1546,2025-12-17,CUST0133,26377.67,paid
TXN1681,19/02/2026,CUST0087,15898.73,paid
TXN1798,2026-03-25,CUST0081,25084.86,paid
TXN1731,25-Feb-2026,CUST0128,44458.94,paid
TXN1579,15/01/2026,CUST0142,43035.29,paid
TXN1595,25/01/2026,CUST0078,8649.79,paid
TXN1763,03/03/2026,CUST0085,15299.46,paid
TXN1241,16/08/2025,CUST0111,9188.94,paid
TXN1347,2025-10-08,CUST0102,23169.41,paid
TXN1464,2025-11-15,CUST0073,45862.53,paid
TXN1005,02-Jan-2025,CUST0002,9789.37,paid
TXN1754,2026-03-22,CUST0163,26720.61,paid
TXN1586,14/01/2026,CUST0043,27302.91,paid
TXN1305,2025-09-14,CUST0014,9543.19,paid
TXN1459,06-Nov-2025,CUST0092,44067.31,paid
TXN1127,2025-06-10,CUST0001,14787.69,paid
TXN1666,17-Feb-2026,CUST0075,9443.31,paid
TXN1774,16/03/2026,CUST0184,43990.31,paid
TXN1048,2025-04-09,CUST0025,40279.62,paid
TXN1126,2025-06-09,CUST0007,9256.5,paid
TXN1362,07/10/2025,CUST0044,42894.82,paid
TXN1519,25/12/2025,CUST0140,22561.04,paid
TXN1642,2026-01-01,CUST0185,42125.19,paid
TXN1265,2025-08-13,CUST0027,9589.84,paid
TXN1381,07-Oct-2025,CUST0133,23473.73,paid
TXN1061,04-Apr-2025,CUST0057,8986.56,paid
TXN1749,12/02/2026,CUST0111,9787.92,paid
TXN1113,2025-05-20,CUST0027,39194.25,paid
TXN1517,22-Dec-2025,CUST0014,13986.37,paid
TXN1432,05/11/2025,CUST0128,9487.8,paid
TXN1743,19/02/2026,CUST0083,10422.95,paid
TXN1311,23-Sep-2025,CUST0051,26275.54,paid
TXN1792,02/03/2026,CUST0156,9182.44,paid
TXN1247,10-Aug-2025,CUST0104,9444.48,paid
TXN1264,02-Aug-2025,CUST0015,9791.78,paid
TXN1606,06/01/2026,CUST0170,9871.74,paid
TXN1552,18/12/2025,CUST0070,8942.5,paid
TXN1028,05/03/2025,CUST0030,16004.46,paid
TXN1023,10-Mar-2025,CUST0014,9302.3,paid
TXN1163,24-Jul-2025,CUST0105,9653.46,paid
TXN1650,18/01/2026,CUST0056,13759.42,paid
TXN1775,27-Mar-2026,CUST0017,10116.36,paid
TXN1348,01-Oct-2025,CUST0043,16043.95,paid
TXN1533,14-Dec-2025,CUST0055,,paid
TXN1319,20-Sep-2025,CUST0003,46171.7,paid
TXN1565,06/01/2026,CUST0030,9954.8,paid
TXN1523,2025-12-02,CUST0107,24155.56,paid
TXN1095,24/05/2025,CUST0072,15047.98,paid
TXN1218,27-Aug-2025,CUST0118,16002.32,paid
TXN1290,12/09/2025,CUST0122,10101.52,paid
TXN1553,23/12/2025,CUST0157,25370.41,paid
TXN1532,2025-12-07,CUST0054,8774.59,paid
TXN1129,2025-06-11,CUST0062,10427.49,paid
TXN1757,15-Mar-2026,CUST0010,42502.53,paid
TXN1736,22-Feb-2026,CUST0015,41797.65,paid
TXN1742,22/02/2026,CUST0006,42571.62,paid
TXN1399,13-Oct-2025,CUST0118,14871.59,paid
TXN1342,12/10/2025,CUST0119,15538.74,paid
TXN1550,10/12/2025,CUST0137,14462.64,paid
TXN1037,17/03/2025,CUST0025,25981.54,paid
TXN1086,20-May-2025,CUST0054,42690.85,paid
TXN1308,2025-09-22,CUST0074,15727.24,paid
TXN1202,09/07/2025,CUST0021,8690.98,paid
TXN1794,2026-03-22,CUST0149,23161.19,paid
TXN1414,20/11/2025,CUST0151,40078.48,paid
TXN1664,25/02/2026,CUST0091,15759.52,paid
TXN1800,07/03/2026,CUST0067,13663.7,paid
TXN1831,24/03/2026,CUST0150,45896.48,paid
TXN1353,09/10/2025,CUST0097,25393.16,paid
TXN1714,2026-02-19,CUST0136,8738.3,paid
TXN1452,2025-11-02,CUST0147,13821.17,paid
TXN1667,2026-02-12,CUST0021,8907.87,paid
TXN1633,06/01/2026,CUST0107,9892.81,paid
TXN1807,03/03/2026,CUST0161,44777.87,paid
TXN1639,04/01/2026,CUST0128,-15555.73,refunded
TXN1557,25-Dec-2025,CUST0120,42569.43,paid
TXN1210,2025-07-22,CUST0048,22955.68,paid
TXN1659,23/02/2026,CUST0179,25154.6,paid
TXN1456,14-Nov-2025,CUST0069,26471.25,paid
TXN1413,03/11/2025,CUST0075,8857.8,paid
TXN1717,06-Feb-2026,CUST0059,27406.51,paid
TXN1150,06-Jun-2025,CUST0087,23286.55,paid
TXN1625,2026-01-16,CUST0063,9445.32,paid
TXN1540,2025-12-26,CUST0087,22831.07,paid
TXN1286,08/09/2025,CUST0114,41187.53,paid
TXN1846,18-Mar-2026,CUST0155,26981.59,paid
TXN1008,11-Jan-2025,CUST0016,24771.75,paid
